"","URN","not_sustained_rate","urban_rural","denomination","FSM","White_British","region_name","school_name","headcount","susp_rate","KS2_history","Attainment_8","Progress_8","selective","POSTCODE","post16","school_sex","type","Ofsted_rating","sen_support","LSOA11","IMD"
"2700",139118,9.13461538461538,"(England/Wales) Urban city and town","No religious character","26.9","84.8","Yorkshire and The Humber","Kingswood Academy",1468,0,105.9,"52.6",0.24,0,"HU7 4WR",0,"Mixed","Academy sponsor led","Good",11.8900343642612,"E01012782",1
"2701",144766,3.33333333333333,"(England/Wales) Urban city and town","No religious character","12.9","87.5","Yorkshire and The Humber","Ron Dearing UTC",790,0,105.9,"50.7",0.09,0,"HU2 8BQ",1,"Mixed","University technical college","Outstanding",2.31958762886598,"E01033109",2
"2702",138082,5.60747663551402,"(England/Wales) Urban city and town","No religious character","40.5","58","Yorkshire and The Humber","Hull Trinity House Academy",821,34.59196,105.2,"50.2",0.14,0,"HU3 1UP",0,"Mixed","Academy converter","Good",11.3553113553114,"E01012857",1
"2703",143221,9.92647058823529,"(England/Wales) Urban city and town","No religious character","27.2","83.6","Yorkshire and The Humber","Kelvin Hall School",1615,5.26316,106.1,"45.9",-0.42,0,"HU5 4QH",0,"Mixed","Academy converter","Good",13.780260707635,"E01012794",7
"2704",142150,5.45454545454545,"(England/Wales) Urban city and town","No religious character","19.2","87.7","Yorkshire and The Humber","Malet Lambert",1665,3.72372,105.4,"42.6",-0.59,0,"HU8 0JD",0,"Mixed","Academy converter","Good",15.6604901374776,"E01012812",9
"2705",144307,11.8181818181818,"(England/Wales) Urban city and town","No religious character","39.6","41","Yorkshire and The Humber","Newland School for Girls",680,6.91176,103.9,"44.3",-0.15,0,"HU6 7RU",0,"Girls","Academy converter","Good",16.1849710982659,"E01012914",6
"2706",130579,23.0769230769231,NA,NA,NA,NA,NA,NA,NA,NA,103.2,"19.3",-2.41,0,"HU1 3DG",1,"Mixed","Further education","Good",NA,NA,NA
"2707",139395,5.61797752808989,"(England/Wales) Urban city and town","No religious character","45.6","35","Yorkshire and The Humber","The Boulevard Academy",776,16.36598,103.9,"36.6",-0.69,0,"HU3 3QT",0,"Mixed","Free schools","Requires improvement",17.2274562584118,"E01012893",1
"2708",139629,11.25,"(England/Wales) Urban city and town","No religious character","42.6","92.2","Yorkshire and The Humber","Winifred Holtby Academy",1334,18.06597,106,"35.4",-1.46,0,"HU7 4PW",0,"Mixed","Academy converter","Good",18.4407796101949,"E01012906",1
"2709",139196,7.47126436781609,"(England/Wales) Urban city and town","No religious character","39.1","81.3","North West","Beamont Collegiate Academy",889,3.14961,103.2,"45.7",0.16,0,"WA2 8PX",0,"Mixed","Academy sponsor led","Good",13.5498320268757,"E01012520",1
"2710",111454,6.38297872340426,"(England/Wales) Urban city and town","Roman Catholic","15.3","72.2","North West","St Gregory's Catholic High School",1212,0.66007,105,"51.8",0.31,0,"WA5 1HG",0,"Mixed","Voluntary aided school","Good",18.3841714756801,"E01012497",3
"2711",145157,6.79012345679012,"(England/Wales) Urban city and town","No religious character","28","80.2","North West","Penketh High School",965,13.98964,104.6,"45.5",-0.23,0,"WA5 2BY",0,"Mixed","Academy converter","Good",9.21325051759834,"E01012532",8
"2712",138562,2.4390243902439,"(England/Wales) Urban city and town","No religious character","12.8","81.1","North West","King's Leadership Academy Warrington",792,0,106.9,"56.4",0.49,0,"WA1 4PF",1,"Mixed","Free schools","Outstanding",11.660329531052,"E01012556",9
"2713",139840,6.45161290322581,"(England/Wales) Urban city and town","No religious character","31.1","81.8","North West","Birchwood Community High School",911,3.29308,104,"42.9",-0.39,0,"WA3 7PT",1,"Mixed","Academy converter","Good",17.0865279299014,"E01012459",2
"2714",111456,4.02684563758389,"(England/Wales) Urban city and town","Roman Catholic","26.5","68.9","North West","Cardinal Newman Catholic High School",854,1.99063,104.7,"44.4",-0.21,0,"WA4 1RX",0,"Mixed","Voluntary aided school","Good",15.3664302600473,"E01012506",2
"2715",142899,10,"(England/Wales) Urban city and town","No religious character","41.1","59.6","North West","UTC Warrington",277,9.02527,102.5,"24.2",-1.88,0,"WA2 7NG",1,"Mixed","University technical college","Good",12.5925925925926,"E01033300",2
"2716",141598,5.16129032258065,"(England/Wales) Urban city and town","No religious character","11.9","84.5","North West","Bridgewater High School",1652,2.30024,106.7,"53.5",0.2,0,"WA4 3AE",0,"Mixed","Academy converter","Good",10.5740181268882,"E01012450",9
"2717",111430,3.01724137931034,"(England/Wales) Rural village","No religious character","16.6","89","North West","Culcheth High School",1180,3.13559,106.4,"48.9",-0.15,0,"WA3 5HH",0,"Mixed","Community school","Good",12.2241086587436,"E01012476",7
"2718",138732,4.90196078431373,"(England/Wales) Urban city and town","No religious character","10.3","86.9","North West","Lymm High School",1916,4.07098,107.5,"60.1",0.71,0,"WA13 0RB",1,"Mixed","Academy converter","Good",8.62068965517241,"E01012514",9
"2719",144799,12.7450980392157,"(England/Wales) Urban city and town","Church of England","34.9","71.8","North West","Sir Thomas Boteler Church of England High School",851,5.64042,102.7,"41.5",-0.27,0,"WA4 1JL",0,"Mixed","Academy sponsor led","Good",17.5644028103045,"E01012507",3
"2720",139152,2.08333333333333,"(England/Wales) Urban city and town","No religious character","8.8","77","North West","Great Sankey High School",2085,9.59233,106.9,"49.2",-0.32,0,"WA5 3AA",1,"Mixed","Academy converter","Good",9.021113243762,"E01012567",10
"2721",146765,14.6341463414634,"(England/Wales) Urban city and town","No religious character","46","71.6","North West","Padgate Academy",626,3.83387,101.1,"34.7",-0.67,0,"WA2 0LN",0,"Mixed","Academy sponsor led","Good",6.19047619047619,"E01012545",2
"2722",140697,4.04040404040404,"(England/Wales) Urban city and town","No religious character","25.2","82.8","South East","Admiral Lord Nelson School",1210,1.15702,103.4,"41.3",-0.37,0,"PO3 5XT",0,"Mixed","Academy converter","Good",18.8118811881188,"E01017047",6
"2723",116505,6.31067961165049,"(England/Wales) Urban city and town","Roman Catholic","26.6","40.4","South East","St Edmund's Catholic School",1147,0.61029,105.5,"55.6",0.66,0,"PO1 1RX",0,"Mixed","Voluntary aided school","Outstanding",11.5652173913043,"E01017032",1
"2724",141175,6.61157024793388,"(England/Wales) Urban city and town","No religious character","32.5","67.3","South East","Priory School",1250,11.04,104.2,"40.3",-0.55,0,"PO4 0DL",0,"Mixed","Academy sponsor led","Good",9.7444089456869,"E01017022",4
"2725",140605,17.1875,"(England/Wales) Urban city and town","No religious character","36.7","72.5","South East","Miltoncross Academy",909,25.08251,101.1,"34.7",-0.6,0,"PO3 6RB",0,"Mixed","Academy sponsor led","Requires improvement",17.3770491803279,"E01017019",2
"2726",145372,8.57142857142857,"(England/Wales) Urban city and town","No religious character","51.6","83.1","South East","Castle View Academy",685,56.64234,100.5,"34.2",-0.59,0,"PO6 4QP",0,"Mixed","Academy converter","Good",14.7016011644833,"E01017113",5
"2727",143430,3.80952380952381,"(England/Wales) Urban city and town","No religious character","16.2","64.7","South East","UTC Portsmouth",468,3.4188,107.6,"49.2",-0.47,0,"PO2 9DU",1,"Mixed","University technical college","Outstanding",4.92505353319058,"E01017090",4
"2728",139714,12.1052631578947,"(England/Wales) Urban city and town","No religious character","52","59.5","South East","The Portsmouth Academy",1215,30.45267,103.6,"34.8",-1.15,0,"PO1 5PF",0,"Mixed","Academy sponsor led","Good",11.0928512736237,"E01017077",1
"2729",135965,11.5646258503401,"(England/Wales) Urban city and town","Church of England","54.3","38.6","South East","Ark Charter Academy",890,30,102.7,"40.6",-0.36,0,"PO5 4HL",0,"Mixed","Academy sponsor led","Requires improvement",18.7214611872146,"E01017032",1
"2730",144192,5.14018691588785,"(England/Wales) Urban city and town","No religious character","23.9","82","South East","Springfield School",1085,8.84793,103.4,"43.7",-0.05,0,"PO6 1QY",0,"Mixed","Academy converter","Good",15.3218495013599,"E01017060",9
"2731",141875,5.46875,"(England/Wales) Urban city and town","No religious character","36","80.8","South East","Trafalgar School",1019,0.09814,100.8,"37.8",-0.2,0,"PO2 9RJ",0,"Mixed","Academy sponsor led","Good",18.75,"E01017090",4
"2732",116463,8.69565217391304,"(England/Wales) Urban city and town","No religious character","30.4","79.3","South East","Mayfield School",1444,1.45429,102,"34",-0.8,0,"PO2 0RH",0,"Mixed","Community school","Serious Weaknesses",17.0391061452514,"E01017049",6
"2733",135665,6.89655172413793,"(England/Wales) Urban city and town","No religious character","42","39.1","South East","The Milton Keynes Academy",1074,50.55866,99.8,"35.8",-0.37,0,"MK6 5LA",1,"Mixed","Academy sponsor led","Requires improvement",9.69868173258004,"E01016848",2
"2734",138439,13.6842105263158,"(England/Wales) Urban city and town","No religious character","51.5","46","South East","Sir Herbert Leon Academy",656,41.92073,103.7,"36.3",-1.05,0,"MK2 3HQ",0,"Mixed","Academy sponsor led","Special Measures",14.2638036809816,"E01016743",2
"2735",136730,3.98671096345515,"(England/Wales) Urban city and town","No religious character","16.7","47.7","South East","Shenley Brook End School",1868,6.95931,105.7,"46.8",-0.25,0,"MK5 7ZT",1,"Mixed","Academy converter","Good",8.80939668980245,"E01016753",6
"2736",145736,7.11462450592885,"(England/Wales) Urban city and town","No religious character","30.1","65.8","South East","Lord Grey Academy",1412,10.33994,103.1,"43",-0.1,0,"MK3 6EW",1,"Mixed","Academy sponsor led","Good",12.3055162659123,"E01016738",3
"2737",110517,3.21428571428571,"(England/Wales) Urban city and town","Roman Catholic","23.4","25.1","South East","St Paul's Catholic School",1847,7.74228,104.3,"47",0.02,0,"MK6 5EN",1,"Mixed","Voluntary aided school","Good",9.14502164502164,"E01016847",1
"2738",137052,4.7752808988764,"(England/Wales) Urban city and town","No religious character","13.6","77","South East","E-Act Ousedale School",2272,1.27641,104.6,"46.9",0.04,0,"MK16 0BJ",1,"Mixed","Academy converter","Good",16.8499780026397,"E01016787",5
"2739",136842,3.65535248041775,"(England/Wales) Urban city and town","No religious character","21.9","37.3","South East","Walton High",3078,4.54841,104.7,"46.9",0.02,0,"MK7 7WH",1,"Mixed","Academy converter","Good",5.94735131621709,"E01016822",4
"2740",110532,4.34782608695652,"(England/Wales) Urban city and town","No religious character","35.8","64.3","South East","The Radcliffe School",1238,5.73506,104.2,"39.5",-0.63,0,"MK12 5BT",1,"Mixed","Foundation school","Good",17.7367576243981,"E01016840",8
"2741",148835,6.95970695970696,"(England/Wales) Urban city and town","No religious character","33.6","41.6","South East","Stantonbury School",1457,26.76733,104.5,"38.8",-0.9,0,"MK14 6BN",1,"Mixed","Academy sponsor led","Requires improvement",9.70744680851064,"E01016804",3
"2742",136468,3.96825396825397,"(England/Wales) Urban city and town","No religious character","11.9","37.4","South East","Denbigh School",1758,3.18544,107.3,"55.6",0.3,0,"MK5 6EX",1,"Mixed","Academy converter","Good",7.66609880749574,"E01016778",7
"2743",136844,1.67364016736402,"(England/Wales) Urban city and town","No religious character","16.9","47.1","South East","The Hazeley Academy",1593,3.32706,105.5,"49.1",0.07,0,"MK8 0PT",1,"Mixed","Academy converter","Good",12.6884422110553,"E01033522",5
"2744",136454,3.67892976588629,"(England/Wales) Urban city and town","No religious character","15.5","39.4","South East","Oakgrove School",2494,1.84443,106.4,"52.5",0.19,0,"MK10 9JQ",1,"Mixed","Academy converter","Good",6.74698795180723,"E01033512",9
"2745",100183,7.75862068965517,"(England/Wales) Urban major conurbation","No religious character","34.7","27.1","Outer London","Plumstead Manor School",1506,4.98008,102,"36.2",-0.69,0,"SE18 1QF",1,"Mixed","Community school","Requires improvement",16.5775401069519,"E01001636",4
"2746",100193,2.34375,"(England/Wales) Urban major conurbation","Roman Catholic","22","9.4","Outer London","St Ursula's Convent School",646,2.32198,106.7,"50.7",0.09,0,"SE10 8HN",0,"Girls","Voluntary aided school","Requires improvement",5.49450549450549,"E01001642",7
"2747",105135,6.69456066945607,"(England/Wales) Urban major conurbation","Roman Catholic","33.5","8.4","Outer London","St Paul's Academy",1119,8.75782,103.8,"42.5",-0.25,0,"SE2 9PX",0,"Mixed","Academy sponsor led","Requires improvement",9.73214285714286,"E01001579",2
"2748",141163,7.56302521008403,"(England/Wales) Urban major conurbation","No religious character","28.4","10.7","Outer London","Woolwich Polytechnic School",1545,1.87702,103.7,"44.4",-0.04,0,"SE28 8AT",1,"Boys","Academy converter","Good",18.2406209573092,"E01033745",4
"2749",100171,2.92397660818713,"(England/Wales) Urban major conurbation","Church of England","42.3","7.9","Outer London","Saint Mary Magdalene Church of England All Through School",1715,2.21574,104.7,"43.9",-0.28,0,"SE18 5PW",1,"Mixed","Voluntary aided school","Good",14.5274212368728,"E01033737",2
"2750",100182,2.90697674418605,"(England/Wales) Urban major conurbation","No religious character","21.3","41.6","Outer London","Eltham Hill School",1258,0.79491,106,"52.5",0.25,0,"SE9 5EE",1,"Girls","Community school","Good",19.0325138778747,"E01001655",2
"2751",143927,5.84795321637427,"(England/Wales) Urban major conurbation","No religious character","43.2","23.4","Outer London","Royal Greenwich Trust School",855,9.00585,102.5,"39.7",-0.37,0,"SE7 8LJ",1,"Mixed","Free schools","Good",15.7957244655582,"E01001709",2
"2752",141716,1.5748031496063,"(England/Wales) Urban major conurbation","Roman Catholic","16.3","52.8","Outer London","St Thomas More Catholic Comprehensive School",634,1.26183,108.4,"62.5",0.74,0,"SE9 2SU",0,"Mixed","Academy converter","Good",9.47867298578199,"E01001613",5
"2753",145315,6.81818181818182,"(England/Wales) Urban major conurbation","No religious character","37.8","22.1","Outer London","Leigh Academy Halley",902,4.54545,103.3,"44.6",0.09,0,"SE3 8EP",1,"Mixed","Academy sponsor led","Good",13.0965593784684,"E01001649",2
"2754",138449,8.94736842105263,"(England/Wales) Urban major conurbation","No religious character","29.5","35","Outer London","Harris Academy Greenwich",1166,10.54889,103.9,"49.8",0.35,0,"SE9 5EQ",1,"Mixed","Academy sponsor led","Outstanding",14.3958868894602,"E01001661",2
"2755",138245,3.6036036036036,"(England/Wales) Urban major conurbation","No religious character","32.1","17.4","Outer London","Ark Greenwich Free School",603,8.62355,105.5,"63.3",1.4,0,"SE18 4LH",1,"Mixed","Free schools","Outstanding",15.025041736227,"E01001701",3
"2756",100190,4.13533834586466,"(England/Wales) Urban major conurbation","No religious character","24.7","44.6","Outer London","Thomas Tallis School",2093,2.8667,104.5,"45.9",-0.14,0,"SE3 9PX",1,"Mixed","Community school","Good",21.9711538461538,"E01033726",2
"2757",141309,6.08365019011407,"(England/Wales) Urban major conurbation","No religious character","16.4","64.8","Outer London","Leigh Stationers' Academy",1672,6.87799,104.7,"45.3",-0.34,0,"SE9 2PT",1,"Mixed","Academy converter","Good",12.8423615337797,"E01001614",9
"2758",147439,4.92610837438424,"(England/Wales) Urban major conurbation","No religious character","38.4","32.5","Outer London","The John Roan School",1133,3.61871,103.6,"41.6",-0.31,0,"SE3 7QR",1,"Mixed","Academy sponsor led","Good",19.4395796847636,"E01001587",7
"2759",137465,2.61194029850746,"(England/Wales) Urban city and town","No religious character","10","75.6","South East","St Bartholomew's School",1990,0.80402,106.6,"55.3",0.36,0,"RG14 6JP",1,"Mixed","Academy converter","Outstanding",18.6116700201207,"E01016291",10
"2760",137777,3.88888888888889,"(England/Wales) Urban city and town","No religious character","14.7","76.7","South East","Denefield School",1121,12.84567,105,"49.3",0.16,0,"RG31 6XY",1,"Mixed","Academy converter","Good",18.3928571428571,"E01016315",10
"2761",136647,3.50877192982456,"(England/Wales) Urban city and town","No religious character","17.2","80.2","South East","Kennet School",1855,12.2372,103.9,"47.5",0.15,0,"RG19 4LL",1,"Mixed","Academy converter","Good",10.7277628032345,"E01016337",8
"2762",110102,4.46927374301676,"(England/Wales) Rural village","No religious character","9.9","88.3","South East","The Downs School",1407,0.56859,105.8,"52.6",0.32,0,"RG20 6AD",1,"Mixed","Foundation school","Outstanding",9.8932384341637,"E01016286",9
"2763",110048,2.68817204301075,"(England/Wales) Rural town and fringe","No religious character","12.4","81.9","South East","The Willink School",1250,2.88,105.5,"49.1",0.04,0,"RG7 3XJ",1,"Mixed","Community school","Good",12.7490039840637,"E01016267",10
"2764",142822,15.1898734177215,"(England/Wales) Rural town and fringe","No religious character","30.2","91.2","South East","John O'Gaunt School",463,11.44708,100.8,"34.9",-0.54,0,"RG17 0AN",0,"Mixed","Academy sponsor led","Good",11.6997792494481,"E01016297",6
"2765",145945,5.33333333333333,"(England/Wales) Urban city and town","No religious character","22","78.5","South East","Theale Green School",790,9.74684,103.2,"40.5",-0.31,0,"RG7 5DA",1,"Mixed","Academy sponsor led","Good",17.9790026246719,"E01016345",9
"2766",138525,4.41988950276243,"(England/Wales) Urban city and town","No religious character","20.9","79.6","South East","Trinity School",1300,5.07692,103.2,"45.9",0.09,0,"RG14 2DU",1,"Mixed","Academy converter","Good",10.7692307692308,"E01016324",9
"2767",110063,2.82258064516129,"(England/Wales) Urban city and town","No religious character","18.2","62.3","South East","Little Heath School",1671,8.73728,105,"46.6",-0.15,0,"RG31 5TY",1,"Mixed","Voluntary aided school","Good",12.5974805038992,"E01016258",9
"2768",141941,10.2564102564103,"(England/Wales) Urban major conurbation","No religious character","41.4","20.7","North West","University Collegiate School",531,4.7081,101.7,"35.2",-0.98,0,"BL3 5AG",1,"Mixed","University technical college","Special Measures",13.6531365313653,"E01004849",2
"2769",140500,7.55813953488372,"(England/Wales) Urban major conurbation","No religious character","37.6","33.6","North West","Smithills School",1194,14.40536,101.3,"39.5",-0.05,0,"BL1 6JS",0,"Mixed","Academy converter","Requires improvement",11.5126050420168,"E01004924",9
"2770",136135,11.1888111888112,"(England/Wales) Urban major conurbation","No religious character","38.7","70.8","North West","Kearsley Academy",760,43.02632,103.1,"51.3",0.55,0,"BL4 8HY",0,"Mixed","Academy sponsor led","Good",14.1176470588235,"E01004908",5
"2771",134646,2.68817204301075,"(England/Wales) Urban major conurbation","No religious character","33.6","29","North West","Ladybridge High School",1100,19.18182,103.2,"42.6",-0.07,0,"BL3 4NG",0,"Mixed","Community school","Good",9.46691176470588,"E01004836",7
"2772",143772,12.85140562249,"(England/Wales) Urban major conurbation","No religious character","43.5","54","North West","Harper Green School",1137,11.9613,102.5,"42.8",-0.12,0,"BL4 0DH",0,"Mixed","Academy converter","Good",9.2756183745583,"E01004856",1
"2773",140959,3.33333333333333,"(England/Wales) Urban major conurbation","Muslim","25.4","0.2","North West","Eden Boys' School, Bolton",623,0.96308,101.8,"48.4",0.45,0,"BL1 3QE",1,"Boys","Free schools","Outstanding",8.69565217391304,"E01004825",1
"2774",144044,1.8796992481203,"(England/Wales) Urban major conurbation","Church of England","12.5","69.1","North West","Canon Slade School",1748,1.54462,106.9,"54.6",0.29,0,"BL2 3BP",1,"Mixed","Academy converter","Requires improvement",8.04335424985739,"E01004810",9
"2775",105253,2.99625468164794,"(England/Wales) Urban major conurbation","No religious character","21.4","90.3","North West","Turton School",1628,7.30958,105.1,"48.7",0.08,0,"BL7 9LT",1,"Mixed","Community school","Good",8.0296479308215,"E01004806",9
"2776",105262,5.58659217877095,"(England/Wales) Urban city and town","Roman Catholic","19.4","79.4","North West","St Joseph's RC High School",1056,10.70076,104.9,"45.9",-0.14,0,"BL6 6HW",0,"Mixed","Voluntary aided school","Requires improvement",6.79425837320574,"E01004781",7
"2777",105264,7.78210116731517,"(England/Wales) Urban major conurbation","Roman Catholic","24.6","74.1","North West","Thornleigh Salesian College",1569,2.29446,104.5,"44.8",-0.24,0,"BL1 6PQ",1,"Mixed","Voluntary aided school","Good",9.49044585987261,"E01004774",3
"2778",142296,10.1522842639594,"(England/Wales) Urban major conurbation","No religious character","27.4","84.9","North West","Little Lever School",1050,54.66667,103.5,"45.8",0.12,0,"BL3 1BT",0,"Mixed","Academy converter","Good",12.8693994280267,"E01004912",6
"2779",145314,12.5925925925926,"(England/Wales) Urban major conurbation","Church of England","51.4","67.6","North West","Bolton St Catherine's Academy",1066,70.82552,101.4,"35",-0.74,0,"BL2 4HU",0,"Mixed","Academy converter","Requires improvement",25.499524262607,"E01004785",4
"2780",105263,10.4972375690608,"(England/Wales) Urban major conurbation","Roman Catholic","31.7","44.6","North West","Mount St Joseph",898,9.02004,103,"43.1",-0.12,0,"BL4 0HT",0,"Mixed","Voluntary aided school","Requires improvement",13.1346578366446,"E01004880",6
"2781",142232,4.41176470588235,"(England/Wales) Urban major conurbation","No religious character","27.5","34.3","North West","Sharples School",1207,2.07125,104.6,"56.5",0.85,0,"BL1 8SN",0,"Mixed","Academy converter","Good",8.43672456575682,"E01004770",7
"2782",142340,0.826446280991736,"(England/Wales) Urban major conurbation","Muslim","29.7","0","North West","Bolton Muslim Girls School",719,1.94715,104.6,"57.3",1.06,0,"BL3 6TQ",0,"Girls","Academy converter","Requires improvement",5.83333333333333,"E01004854",3
"2783",135770,9.90566037735849,"(England/Wales) Urban major conurbation","No religious character","39.6","6.3","North West","Essa Academy",1108,14.35018,100.7,"47.1",0.73,0,"BL3 3HH",0,"Mixed","Academy sponsor led","Good",16.40838650866,"E01004878",3
"2784",144046,5.68720379146919,"(England/Wales) Urban major conurbation","Church of England","17.6","69","North West","St James's Church of England High School",1053,0.8547,105.6,"47.9",-0.08,0,"BL4 9RU",0,"Mixed","Academy converter","Good",10.2759276879163,"E01004861",1
"2785",143773,7.93103448275862,"(England/Wales) Rural hamlet and isolated dwellings","Church of England","24.5","77.1","North West","Rivington and Blackrod High School",1524,5.70866,104.8,"48.4",0.08,0,"BL6 7RU",1,"Mixed","Academy converter","Good",8.91218872870249,"E01024973",8
"2786",105252,6.55737704918033,"(England/Wales) Urban major conurbation","No religious character","20.5","87.6","North West","Westhoughton High School",1360,13.23529,106,"43.1",-0.66,0,"BL5 3BZ",0,"Mixed","Community school","Requires improvement",11.7429837518464,"E01004894",5
"2787",142063,4.3956043956044,"(England/Wales) Rural town and fringe","No religious character","14","77","East Midlands","Prince William School",1331,2.10368,103.9,"49.2",0.41,0,"PE8 4BS",1,"Mixed","Academy sponsor led","Good",13.2530120481928,"E01027049",10
"2788",137086,2.34741784037559,"(England/Wales) Urban city and town","Church of England","6.3","58.6","East Midlands","Bishop Stopford School",1452,1.58402,108.1,"64.1",1.02,0,"NN15 6BJ",1,"Mixed","Academy converter","Requires improvement",6.12525808671714,"E01027114",5
"2789",146489,4.84581497797357,"(England/Wales) Rural town and fringe","No religious character","14.3","87.4","East Midlands","Wollaston School",1432,4.60894,104.3,"45.8",0,0,"NN29 7PH",1,"Mixed","Academy converter","Good",13.006993006993,"E01027355",10
"2790",146209,13.1578947368421,"(England/Wales) Urban city and town","No religious character","22.5","77.9","East Midlands","Rushden Academy",897,15.27313,103.1,"39.7",-0.41,0,"NN10 6AG",1,"Mixed","Academy sponsor led","Good",9.52914798206278,"E01027062",6
"2791",139060,9.375,"(England/Wales) Urban city and town","No religious character","33.4","60.4","East Midlands","Lodge Park Academy",986,49.08722,100.9,"33.2",-0.63,0,"NN17 2JH",1,"Mixed","Academy sponsor led","Requires improvement",14.7922998986829,"E01026974",6
"2792",135306,5.3475935828877,"(England/Wales) Urban city and town","No religious character","22.2","66.2","East Midlands","Corby Business Academy",1171,5.63621,103.5,"44.8",0.07,0,"NN17 5EB",1,"Mixed","Academy sponsor led","Good",13.4417808219178,"E01026978",7
"2793",139819,8.08510638297872,"(England/Wales) Urban city and town","No religious character","29.3","58.7","East Midlands","Weavers Academy",1302,23.27189,102.8,"39.2",-0.39,0,"NN8 3JH",1,"Mixed","Academy sponsor led","Good",3.37941628264209,"E01027312",3
"2794",122066,4.06091370558376,"(England/Wales) Urban city and town","No religious character","17.8","84.2","East Midlands","The Latimer Arts College",1144,5.06993,102.8,"45.2",0.23,0,"NN15 6SW",1,"Mixed","Foundation school","Good",20.2620087336245,"E01027085",6
"2795",139988,10,"(England/Wales) Urban city and town","No religious character","18.8","88.3","East Midlands","The Ferrers School",930,14.08602,102.5,"39.4",-0.29,0,"NN10 8LF",1,"Mixed","Academy converter","Good",9.15948275862069,"E01027034",6
"2796",135967,7.53768844221105,"(England/Wales) Urban city and town","No religious character","29.8","62.6","East Midlands","Kettering Science Academy",1401,11.63455,102,"39.4",-0.2,0,"NN15 7AA",1,"Mixed","Academy sponsor led","Good",14.1043723554302,"E01027128",2
"2797",139961,8.24742268041237,"(England/Wales) Urban city and town","No religious character","29.2","51.5","East Midlands","Wrenn School",1437,26.23521,101.4,"39.8",-0.02,0,"NN8 2DQ",1,"Mixed","Academy sponsor led","Good",13.762102351314,"E01027317",3
"2798",137613,4.3956043956044,"(England/Wales) Rural town and fringe","No religious character","19.5","85.6","East Midlands","Manor School",1010,13.86139,103.7,"41.8",-0.33,0,"NN9 6PA",1,"Mixed","Academy converter","Good",15.5908639523337,"E01027053",9
"2799",135966,6.77966101694915,"(England/Wales) Urban city and town","Other Christian Faith","24.3","75.4","East Midlands","Kettering Buccleuch Academy",1884,2.49469,103.8,"50.7",0.52,0,"NN16 9NS",1,"Mixed","Academy sponsor led","Good",15.4628143392188,"E01027083",1
"2800",137912,2.89855072463768,"(England/Wales) Urban city and town","No religious character","17.6","44.3","East Midlands","Sir Christopher Hatton Academy",1459,7.12817,104.8,"50.6",0.37,0,"NN8 4RP",1,"Mixed","Academy converter","Good",2.98305084745763,"E01027332",8
"2801",135317,6.14525139664804,"(England/Wales) Urban city and town","No religious character","16.7","64.2","East Midlands","Brooke Weston Academy",1185,4.64135,105,"52.8",0.53,0,"NN18 8LA",1,"Mixed","Academy sponsor led","Good",8.86075949367089,"E01032963",7
"2802",136976,1.81818181818182,"(England/Wales) Urban city and town","No religious character","16","66.5","East Midlands","Southfield School for Girls",1174,8.17717,105.8,"46.2",-0.24,0,"NN15 6HE",1,"Girls","Academy converter","Good",14.0809443507589,"E01027130",4
"2803",138254,5.51724137931035,"(England/Wales) Urban city and town","No religious character","22.6","56.8","East Midlands","Corby Technical School",992,8.26613,104.8,"46.5",-0.07,0,"NN17 1TD",1,"Mixed","Free schools","Outstanding",9.9492385786802,"E01026949",2
"2804",137049,12.0418848167539,"(England/Wales) Rural town and fringe","No religious character","22.6","82.4","East Midlands","Montsaye Academy",1109,33.45356,102.7,"37.7",-0.58,0,"NN14 6BB",1,"Mixed","Academy converter","Special Measures",16.9898430286242,"E01027123",5
"2805",139957,9.40594059405941,"(England/Wales) Urban city and town","No religious character","30.4","65.5","East Midlands","Kingswood Secondary Academy",1237,23.36297,102,"43.4",0.11,0,"NN18 9NS",1,"Mixed","Academy sponsor led","Good",12.7435064935065,"E01026985",5
"2806",103858,6.13496932515337,"(England/Wales) Urban major conurbation","No religious character","34","81.3","West Midlands","The Wordsley School",960,38.54167,101.2,"37",-0.36,0,"DY8 5SP",0,"Mixed","Community school","Good",15.2647975077882,"E01009915",7
"2807",103870,3.52941176470588,"(England/Wales) Urban major conurbation","Church of England","5.6","65.5","West Midlands","Old Swinford Hospital",833,0.96038,107.5,"58.5",0.44,0,"DY8 1QX",1,"Mixed","Voluntary aided school","Good",9.91636798088411,"E01009858",6
"2808",143818,9.84848484848485,"(England/Wales) Urban major conurbation","No religious character","31.8","73.6","West Midlands","Thorns Collegiate Academy",931,4.29646,102,"36.5",-0.53,0,"DY5 2NU",0,"Mixed","Academy sponsor led","Requires improvement",17.3178458289335,"E01009719",5
"2809",141570,7.00934579439252,"(England/Wales) Urban major conurbation","No religious character","26.5","82.1","West Midlands","Ellowes Hall Sports College",1061,4.61828,104,"41",-0.47,0,"DY3 2JH",1,"Mixed","Academy converter","Good",14.1376060320452,"E01009782",2
"2810",143582,10.4395604395604,"(England/Wales) Urban major conurbation","No religious character","27.1","65","West Midlands","Leasowes High School",1059,10.95373,104.5,"41.9",-0.48,0,"B62 8PJ",0,"Mixed","Academy converter","Good",20.6603773584906,"E01009801",9
